business_id,business_name,department,address,phone_number,open_date,월요일 운영시간,월요일 휴게시간,화요일 운영시간,화요일 휴게시간,수요일 운영시간,수요일 휴게시간,목요일 운영시간,목요일 휴게시간,금요일 운영시간,금요일 휴게시간,토요일 운영시간,토요일 휴게시간,일요일 운영시간,일요일 휴게시간
000-91-16352,오성근이비인후과의원,이비인후과,"충청북도 청주시 상당구 상당로 47, (남문로2가)",256-5577,19850401,09:00~18:30,13:00~14:00,09:00~18:30,13:00~14:00,09:00~18:30,13:00~14:00,09:00~18:30,13:00~14:00,09:00~18:30,13:00~14:00,09:00~13:00,,,
063-64-36574,오세진내과의원,내과,"충청북도 청주시 흥덕구 대농로 47, 4층 (복대동)",043-213-8270,20060227,09:00~18:00,,09:00~18:00,,,,09:00~18:00,,09:00~18:00,,09:00~13:00,,,
072-41-19963,오정진내과의원,내과,"충청북도 청주시 상당구 용담로 6-1, (문화동)",043-252-6200,19850427,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~13:00,,,
037-71-57567,온소아청소년과의원,소아청소년과,"충청북도 충주시 호암토성3길 3, 호암시그니처 603 2층 201호 (호암동)",043-845-7002,20230106,09:00~18:00,~17:30,09:00~18:00,~17:30,09:00~18:00,~17:30,09:00~18:00,~17:30,09:00~18:00,~17:30,09:00~12:00,~11:30,,
081-42-89573,온양신경외과의원,신경외과,"충청남도 아산시 시민로 424, (온천동)",041-544-0100,19881124,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~14:00,,,
672-25-32275,용이비인후과의원,이비인후과,"충청북도 청주시 상당구 중고개로 320, (금천동)",043-284-3007,20021026,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~14:00,,,
059-41-92223,우리누리이비인후과의원,이비인후과,"충청남도 천안시 동남구 통정5로 58, 3층 301호 (신방동)",041-573-8275,20160715,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~13:00,,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~14:00,,,
008-81-14774,우리들정신건강의학과의원,정신건강의학과,"충청북도 청주시 흥덕구 사운로 246, 2층,3층4층 (운천동)",043-278-2255,20000810,09:00~18:00,,09:00~18:00,,09:00~12:30,,09:00~18:00,,09:00~18:00,,09:00~12:00,,,
000-92-69569,우리소아청소년과의원,소아청소년과,"충청북도 청주시 서원구 예체로 55, 106호 (사직동, 푸르지오캐슬 상가 )",043-218-0196,19890517,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~12:00,,,
003-92-12348,우리안과의원,안과,"충청남도 공주시 웅진로 209, (산성동)",041-855-9797,20130225,08:30~17:30,,08:30~17:30,,08:30~17:30,,08:30~17:30,,08:30~17:30,,08:30~12:30,,,
953-29-14871,우리안과의원,안과,"충청남도 당진시 밤절로 140, 드림타워 2층 203,204호 (수청동)",041-356-5754,19970404,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~15:00,,,
067-51-41442,우리연세신경외과의원,신경외과,"충청남도 서산시 안견로 178, 1층 (동문동)",041-681-3011,20130730,08:00~17:30,,08:00~17:30,,08:00~17:30,,08:00~17:30,,08:00~17:30,,08:00~12:30,,,
899-69-71337,우리이비인후과의원,이비인후과,"충청남도 공주시 번영1로 130, (신관동)",041-858-2772,20010420,09:00~18:30,12:30~14:00,09:00~18:30,12:30~14:00,09:00~12:30,,09:00~18:30,12:30~14:00,09:00~18:30,12:30~14:00,09:00~12:30,,,
062-98-98867,우리튼튼내과의원,내과,"충청남도 천안시 서북구 불당33길 26, 4층 (불당동)",041-566-0771,20170308,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~14:00,,,
959-35-25772,우상민내과의원,내과,"충청북도 청주시 상당구 청남로 2199, 2층 (석교동)",043-224-7582,20010913,08:30~18:00,,08:30~18:00,,08:30~18:00,,08:30~18:00,,08:30~18:00,,,,,
010-02-45512,원구연정신건강의학과의원,정신건강의학과,"충청북도 청주시 흥덕구 사운로 204, 6층(운천동)",043-263-0011,20010517,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~13:00,,09:00~18:00,,09:00~13:00,,,
448-29-46381,원상희이비인후과의원,이비인후과,"충청남도 아산시 충무로 24, (온천동)",041-545-2753,20160126,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~13:00,,,
000-01-01945,원진호내과의원,내과,"충청남도 보령시 정화로길 28, (대천동)",041-936-1873,19940429,08:30~18:00,12:30~14:00,08:30~18:00,12:30~14:00,08:30~18:00,12:30~14:00,08:30~12:30,,08:30~18:00,12:30~14:00,08:30~12:30,,,
088-49-84785,웰소아청소년과의원,소아청소년과,"충청남도 천안시 서북구 한들2로 8, 3층 (백석동)",041-566-5575,20050908,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~13:00,,,
036-12-85624,웰키즈소아청소년과의원,소아청소년과,"충청남도 아산시 남부로 321-21, 2층 (풍기동)",041-541-0800,20171214,09:00~19:00,,09:00~19:00,,09:00~17:00,,09:00~19:00,,09:00~19:00,,09:00~13:00,,09:00~13:00,
071-05-13478,위성목신경외과의원,신경외과,"충청북도 제천시 의림대로 122, (중앙로2가)",043-648-8797,20050423,,,,,,,,,,,,,,
099-21-49547,유내과의원,내과,"충청남도 보령시 중앙로 68, 2층 (대천동)",041-931-5888,19990422,08:30~18:00,13:00~14:00,08:30~18:00,13:00~14:00,08:30~18:00,13:00~14:00,08:30~18:00,13:00~14:00,08:30~18:00,13:00~14:00,08:30~13:00,,,
591-25-74295,유사랑내과의원,내과,"충청북도 청주시 상당구 단재로 117, (영운동)",043-259-5566,19850322,09:00~18:30,13:00~14:00,09:00~18:30,13:00~14:00,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~18:30,13:00~14:00,09:00~13:00,,,
017-91-55661,유완상정신건강의학과의원,정신건강의학과,"충청북도 청주시 상당구 상당로 52, (문화동)",043-252-7895,19860503,09:00~17:00,,09:00~17:00,,,,09:00~17:00,,09:00~17:00,,08:30~12:00,,,
003-99-58395,유웅선내과의원,내과,"충청남도 천안시 서북구 쌍용대로 43, (쌍용동)",041-574-5333,19920114,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~13:00,,,
003-20-84766,유이비인후과의원,이비인후과,"충청남도 보령시 대흥로 47, (대천동)",041-936-1283,19940309,08:40~18:00,,08:40~18:00,,08:40~18:00,,08:40~18:00,,08:40~18:00,,08:40~12:30,,,
936-95-42673,유진선정형외과의원,정형외과,"충청북도 청주시 청원구 사뜸로 54, 203호 (율량동)",043-258-8888,20011224,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~13:00,,,
036-26-98638,유현진정형외과의원,정형외과,"충청남도 서산시 안견로 197, 중앙빌딩 2층 (동문동)",041-681-8275,20200603,,,,,,,,,,,08:30~12:00,,,
181-61-95117,윤산부인과의원,산부인과,"충청남도 보령시 번영로 15, 2층 (대천동, 윤산부인과의원)",041-935-6232,19990222,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~13:00,,,
811-34-21152,윤석중내과의원,내과,"충청남도 천안시 서북구 미라15길 23, 2층 (쌍용동, 대우타워종합상가)",041-571-8172,19910517,09:30~18:00,,14:00~18:00,,09:30~18:00,,09:30~18:00,,09:30~18:00,,09:30~13:00,,,
028-59-91152,윤성열내과의원,내과,"충청북도 청주시 흥덕구 직지대로 571, (봉명동)",043-268-6008,19910107,09:00~18:30,12:30~14:00,09:00~18:30,12:30~14:00,09:00~18:30,12:30~14:00,09:00~18:30,12:30~14:00,09:00~18:30,12:30~14:00,09:00~13:00,,,
005-46-64617,윤여일내과의원,내과,"충청남도 천안시 동남구 구성1길 1, 2층 (구성동)",041-555-1069,20020831,08:30~18:00,,08:30~18:00,,08:30~18:00,,08:30~18:00,,08:30~18:00,,08:30~13:00,,,
069-17-28463,윤재철내과의원,내과,"충청남도 서산시 안견로 184-2, (동문동)",041-665-9775,19891217,08:00~18:00,,08:00~18:00,,08:00~18:00,,08:00~18:00,,08:00~18:00,,08:00~13:00,,,
046-75-19568,윤정형외과의원,정형외과,"충청북도 제천시 의림대로 139, (중앙로2가)",043-642-8575,20010410,08:30~19:00,13:00~14:00,08:30~19:00,13:00~14:00,08:30~19:00,13:00~14:00,08:30~19:00,13:00~14:00,08:30~19:00,13:00~14:00,08:30~13:00,,,
054-43-62411,윤태영모발피부과의원,피부과,"충청북도 청주시 서원구 1순환로 782, (개신동)",043-277-6355,20220214,08:30~14:00,,08:30~14:00,,08:30~14:00,,08:30~14:00,,08:30~14:00,,,,,
365-39-62751,윤호배내과의원,내과,"충청북도 충주시 성서8길 24, 1.2층 (성서동)",043-847-8866,19880423,08:30~18:00,,08:30~18:00,,08:30~12:00,,08:30~18:00,,08:30~18:00,,08:30~12:00,,,
564-76-12579,이규신경외과의원,신경외과,"충청남도 천안시 서북구 불당대로 260, 409호 (쌍용동, 하이렉스타운)",041-575-8004,20020528,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~13:00,,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~13:00,,,
019-04-63531,이규영소아청소년과의원,소아청소년과,"충청북도 청주시 상당구 월평로 207, (용암동, 형석아파트상가)",043-293-6037,19950510,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~12:00,,09:00~12:00,
782-61-66371,이기봉정신건강의학과의원,정신건강의학과,"충청북도 청주시 상당구 상당로 38-1, 2층 (서운동)",043-255-7775,19940402,09:00~17:30,,09:00~17:30,,09:00~13:00,,09:00~17:30,,09:00~17:30,,09:00~13:00,,,
656-66-64991,이기천내과의원,내과,"충청남도 서산시 안견로 184-6, (동문동)",041-664-7511,20020501,08:00~18:00,,08:00~18:00,,08:00~12:00,,08:00~18:00,,08:00~18:00,,08:00~12:00,,,
015-46-14714,이낙원내과의원,내과,"충청남도 천안시 동남구 서부대로 278, (신방동, 학산TWIN빌딩)",041-574-5119,19990311,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~13:00,,09:00~13:00,
000-72-79622,이남민내과의원,내과,"충청남도 아산시 온천대로 1489, (온천동)",041-549-0688,19970714,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~13:00,,,
000-96-88391,이내과의원,내과,"충청북도 청주시 청원구 율량로 96, 302호 (주성동, 율량센터프라자)",043-292-7553,20120322,08:30~18:30,,08:30~18:30,,08:30~18:30,,08:30~13:00,,08:30~18:30,,08:30~13:00,,,
035-01-83957,이록윤내과의원,내과,"충청북도 제천시 독순로 79, (중앙로2가)",043-652-7575,19990227,08:30~17:00,12:40~14:00,08:30~17:00,12:40~14:00,08:30~16:00,12:40~14:00,08:30~17:00,12:40~14:00,08:30~17:00,12:40~14:00,,,,
999-56-46128,이범식이비인후과의원,이비인후과,"충청남도 공주시 번영1로 120, 3층 (신관동)",041-854-5500,20181221,09:00~18:00,12:30~14:00,09:00~11:00,,09:00~18:00,12:30~14:00,09:00~18:00,12:30~14:00,09:00~18:00,12:30~14:00,09:00~12:00,,,
193-26-74675,이상우내과의원,내과,"충청남도 논산시 해월로168번길 2, (반월동)",041-735-3355,20050412,09:00~17:30,,09:00~17:30,,09:00~17:30,,09:00~17:30,,09:00~17:30,,09:00~13:00,,,
028-18-83559,이석훈내과의원,내과,"충청남도 천안시 동남구 서부대로 276, (신방동)",041-577-5711,19990603,08:30~18:30,,08:30~18:30,,08:30~18:30,,08:30~18:30,,08:30~18:30,,08:30~13:00,,,
015-88-78927,이소아청소년과의원,소아청소년과,"충청북도 청주시 상당구 중고개로 180-5, (용암동)",043-286-8253,20070228,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~13:00,,,
187-19-69758,이솜이비인후과의원,이비인후과,"충청북도 청주시 흥덕구 대농로 47, 204호 (복대동)",043-234-5079,20160302,08:30~18:30,12:30~14:00,08:30~18:30,12:30~14:00,,,08:30~18:30,12:30~14:00,08:30~18:30,12:30~14:00,08:30~13:00,,,
249-34-22559,이수남내과의원,내과,"충청남도 천안시 동남구 중앙로 54, (영성동)",041-551-8020,19830506,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~13:00,,,
522-86-15393,이승민내과의원,내과,"충청북도 충주시 번영대로 190, (연수동)",043-854-6336,19970701,08:30~18:00,,08:30~18:00,,08:30~18:00,,08:30~18:00,,08:30~18:00,,07:30~13:00,,,
035-91-38255,이안과의원,안과,"충청남도 서산시 안견로 191, (동문동)",041-665-4356,19860502,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,,,,
211-68-96874,이영두소아청소년과의원,소아청소년과,"충청북도 청주시 서원구 사직대로 99, (사창동)",043-268-3660,19870930,09:00~18:30,12:30~14:00,09:00~18:30,12:30~14:00,09:00~18:30,12:30~14:00,09:00~18:30,12:30~14:00,09:00~18:30,12:30~14:00,09:00~13:00,,,
896-44-84664,이원재내과의원,내과,"충청북도 제천시 용두천로 117, 제천메디컬센터 4층 (중앙로1가)",043-648-7553,20190812,08:30~18:00,,08:30~18:00,,08:30~18:00,,08:30~18:00,,08:30~18:00,,08:30~13:00,,,
968-69-57774,이은호소아청소년과의원,소아청소년과,"충청남도 논산시 대학로65번길 18-1, 2층 (내동)",041-732-7575,20201005,08:00~18:00,12:30~14:00,08:00~18:00,12:30~14:00,08:00~18:00,12:30~14:00,08:00~18:00,12:30~14:00,08:00~18:00,12:30~14:00,08:00~12:30,,,
017-91-72573,이은희산부인과의원,산부인과,"충청남도 천안시 서북구 불당33길 24, 701호 (불당동)",041-567-0020,20170705,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~13:00,,,
048-74-86665,이이비인후과의원,이비인후과,"충청남도 논산시 해월로 165, (반월동)",041-733-2477,19891128,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~13:00,,,
313-65-62431,이재석내과의원,내과,"충청남도 천안시 서북구 충무로 172, 3층 (쌍용동)",041-577-3222,19990420,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~12:30,,,
077-01-32355,이종대내과의원,내과,"충청남도 논산시 계백로 1019, (취암동)",041-735-3725,19870508,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~13:00,,,
515-94-14919,이지브레인 정신건강의학과의원,정신건강의학과,"충청북도 청주시 흥덕구 대농로 39, A동 409호 (복대동)",043-715-7520,20230511,10:00~19:00,,10:00~19:00,,14:00~20:00,,10:00~19:00,,10:00~19:00,,10:00~14:00,,,
000-56-65319,이진석소아청소년과의원,소아청소년과,"충청북도 청주시 서원구 산남로 38, 2층 (산남동)",043-284-8647,20090219,,,,,,,,,,,,,,
811-46-89789,이진영안과의원,안과,"충청북도 제천시 의림대로 180, (중앙로2가)",043-645-3900,19890201,09:00~17:50,,09:00~17:50,,09:00~17:50,,09:00~17:50,,09:00~17:50,,09:00~12:20,,,
035-59-97776,이화산부인과의원,산부인과,"충청북도 청주시 상당구 단재로 141-3, (영운동)",043-223-6755,20001011,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,14:00~19:00,,09:00~19:00,13:00~14:00,09:00~13:00,,,
774-97-96871,인성정신건강의학과의원,정신건강의학과,"충청북도 충주시 중앙로 80, 204호 (성서동)",043-847-3079,19930503,09:00~18:30,,09:00~18:30,,09:00~13:00,,09:00~18:30,,09:00~18:30,,09:00~13:00,,,
008-11-71589,임대준이비인후과의원,이비인후과,"충청북도 충주시 계명대로 227, 2층 (연수동)",043-853-1259,20180510,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~14:00,,,
074-16-24821,임소아청소년과의원,소아청소년과,"충청남도 논산시 해월로 169, 2층 (반월동)",041-736-2080,20220328,08:30~18:00,,08:30~18:00,,08:30~18:00,,08:30~18:00,,08:30~18:00,,08:30~13:00,,,
023-27-31291,임채남내과의원,내과,"충청남도 보령시 번영로 38, (대천동)",041-935-7578,20030417,08:30~18:00,,08:30~18:00,,08:30~18:00,,08:30~18:00,,08:30~18:00,,08:30~12:30,,,
071-34-23991,자라는소아청소년과의원,소아청소년과,"충청남도 천안시 서북구 공원로 176, 천안불당 시티프라디움 3차 근린생활시설-3 지하1층 B122,B123,B124호 (불당동)",041-543-1272,20200810,09:00~19:30,,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~14:00,,,
198-79-54914,자모산부인과의원,산부인과,"충청북도 청주시 흥덕구 1순환로 511, 1층2층 (봉명동, 자모산부인과)",043-264-4123,20160622,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~13:00,,,
004-55-96795,자모산부인과의원,산부인과,"충청남도 서산시 중앙로 108, (석림동)",041-663-0055,20150529,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~13:00,,,
689-22-42313,잘자는정신건강의학과의원,정신건강의학과,"충청북도 청주시 청원구 향군로 43, 1층 (우암동)",043-253-8275,20141021,09:00~18:00,,09:00~18:00,,,,09:00~18:00,,09:00~18:00,,09:00~13:00,,,
849-79-87189,장관환정형외과의원,정형외과,"충청북도 청주시 청원구 상당로 283, (내덕동)",043-253-5058,19860510,09:00~18:30,,09:00~18:30,,09:00~13:00,,09:00~18:30,,09:00~18:30,,09:00~13:00,,,
409-58-77489,장내과의원,내과,"충청남도 공주시 산성시장5길 34-20, 2층 201호 (산성동)",041-853-8575,20040422,08:00~18:00,,08:00~18:00,,08:00~18:00,,08:00~18:00,,08:00~18:00,,,,,
001-05-63747,장이비인후과의원,이비인후과,"충청북도 청주시 청원구 공항로 162-2, 2층 (율량동)",043-216-2277,20000407,09:00~18:30,13:00~14:00,09:00~18:30,13:00~14:00,09:00~18:30,13:00~14:00,09:00~13:00,,09:00~18:30,13:00~14:00,09:00~13:00,,,
083-99-55193,장준우정형외과의원,정형외과,"충청북도 청주시 상당구 1순환로 1261, 3층 (용암동)",043-287-7522,20040427,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~13:00,,,
057-47-59199,장쾌한내과의원,내과,"충청북도 청주시 서원구 사직대로 115, 4층 (사창동)",043-275-7755,20110222,08:30~18:00,12:30~14:00,08:30~18:00,12:30~14:00,08:30~12:30,,08:30~18:00,12:30~14:00,08:30~18:00,12:30~14:00,08:30~13:00,,,
024-24-22553,장튼튼내과의원,내과,"충청북도 청주시 상당구 월평로 192, (용암동)",043-287-1110,20140421,08:30~19:00,,08:30~19:00,,08:30~19:00,,08:30~19:00,,08:30~19:00,,08:30~15:00,,,
889-85-95853,장튼튼홍내과의원,내과,"충청남도 보령시 대천로 19, 방사선과 (대천동)",041-932-9777,20230913,08:30~17:30,12:30~13:30,08:30~17:30,12:30~13:30,08:30~17:30,12:30~13:30,08:30~17:30,12:30~13:30,08:30~17:30,12:30~13:30,08:30~12:30,,,
539-98-41125,장편한내과의원,내과,"충청북도 청주시 서원구 월평로 4, 401호 (분평동)",,20150514,08:30~19:00,,08:30~19:00,,08:30~19:00,,08:30~19:00,,08:30~19:00,,08:30~15:00,,,
008-84-61447,장헌상신경외과의원,신경외과,"충청북도 청주시 서원구 사직대로 90, 1,2,5층 (사창동)",043-276-8275,19980227,09:00~18:30,,09:00~18:30,,09:00~13:00,,09:00~18:30,,09:00~18:30,,09:00~13:00,,,
030-71-66574,장헌식안과의원,안과,"충청남도 천안시 동남구 서부대로 278, 301호 (신방동, 학산트윈빌딩)",041-567-1234,19900220,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~13:00,,,
052-28-85558,전경철정형외과의원,정형외과,"충청북도 청주시 흥덕구 가경로 9-12, 2층(203호)3층 (가경동)",043-234-7001,20050203,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~19:00,,08:30~14:00,,,
005-21-96796,전내과의원,내과,"충청북도 청주시 서원구 청남로 2094, (수곡동)",043-284-1591,19920206,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~13:00,,09:00~13:00,
808-13-21263,전이비인후과의원,이비인후과,"충청북도 청주시 상당구 월평로 188, 3층 (용암동)",043-294-0167,19990716,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~12:00,,,
072-80-66616,전청우이비인후과의원,이비인후과,"충청북도 청주시 서원구 모충로 18, (개신동, 드림빌딩)",043-274-7575,20030306,09:00~18:30,12:30~14:00,09:00~18:30,12:30~14:00,09:00~12:30,,09:00~18:30,12:30~14:00,09:00~18:30,12:30~14:00,09:00~13:00,,,
098-17-96973,전피부과의원,피부과,"충청남도 천안시 서북구 월봉로 122, 305호 (쌍용동)",041-574-5991,19970219,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~13:00,,,
349-73-41897,전학수소아청소년과의원,소아청소년과,"충청남도 천안시 동남구 청수4로 10, 203호 (청당동)",041-555-6575,20180109,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~13:00,,09:00~18:30,,09:00~13:00,,,
114-82-43924,정규진안과의원,안과,"충청북도 청주시 서원구 1순환로1063번길 97, 202,203호 (분평동, 벤처타워)",043-297-8275,20080324,09:00~18:00,12:30~14:00,09:00~18:00,12:30~14:00,09:00~18:00,12:30~14:00,09:00~18:00,12:30~14:00,09:00~18:00,12:30~14:00,09:00~12:30,,,
049-81-91775,정내과의원,내과,"충청북도 청주시 서원구 사직대로 123, (사창동)",043-262-6161,19840312,08:30~18:00,,08:30~18:00,,08:30~12:30,,08:30~18:00,,08:30~18:00,,08:30~13:00,,,
154-53-53387,정다운내과의원,내과,"충청북도 제천시 의림대로 222, 두손메디칼센타 3층 (청전동)",043-653-7722,20060413,09:00~18:00,,09:00~18:00,,09:00~17:00,,09:00~18:00,,09:00~18:00,,09:00~13:00,,,
077-76-59228,정다운정신건강의학과의원,정신건강의학과,"충청북도 청주시 흥덕구 사직대로 45-1, (복대동)",043-263-0456,19990227,,,,,,,,,,,,,,
074-50-96277,정산부인과의원,산부인과,"충청남도 논산시 중앙로 373-7, (취암동)",041-735-2666,19970225,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~18:30,,,,,
050-35-16156,정성내과의원,내과,"충청북도 청주시 서원구 1순환로1107번길 39, (분평동, 슈퍼팜빌딩)",043-291-5355,20010423,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~18:00,,,
011-36-73132,정소아청소년과의원,소아청소년과,"충청남도 아산시 어의정로 8, (용화동)",041-534-7020,20080311,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~15:00,,,
085-55-85527,정연무내과의원,내과,"충청북도 충주시 계명대로 23, 4-5층 (칠금동)",043-857-6550,20090525,08:00~18:30,,08:00~18:30,,08:00~18:30,,08:00~13:00,,08:00~18:30,,08:00~13:00,,,
742-49-67916,정연채내과의원,내과,"충청남도 공주시 웅진로 190, 3층 (산성동)",041-857-7747,20180319,08:00~16:00,,08:00~16:00,,08:00~16:00,,08:00~16:00,,08:00~16:00,,,,,
073-22-57615,정진영내과의원,내과,"충청북도 청주시 청원구 사뜸로 59, (율량동)",043-212-3175,19960115,09:00~18:00,12:30~14:00,09:00~18:00,12:30~14:00,09:00~12:30,,09:00~18:00,12:30~14:00,09:00~18:00,12:30~14:00,09:00~12:30,,,
003-55-05425,정창호내과의원,내과,"충청남도 아산시 시장길 32, 2층 201호 (온천동)",041-542-8275,20030705,08:30~18:00,,08:30~18:00,,08:30~15:00,,08:30~18:00,,08:30~18:00,,08:30~13:00,,,
466-77-49127,제일내과의원,내과,"충청북도 청주시 상당구 수영로 293, (금천동)",043-293-1111,19961111,09:30~18:30,,09:30~18:30,,09:30~18:30,,09:30~18:30,,09:30~18:30,,09:30~12:30,,,
076-19-66756,제일내과의원,내과,"충청남도 논산시 중앙로492번길 15, (화지동)",041-735-1265,19951108,09:00~16:30,,09:00~16:30,,09:00~16:30,,09:00~13:00,,09:00~16:30,,09:00~12:00,,,
537-67-94436,제일내과의원,내과,"충청남도 아산시 충무로 16, (온천동)",041-545-3733,19860325,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~13:00,,,
001-67-65149,제일산부인과의원,산부인과,"충청남도 논산시 중앙로 473-1, (반월동)",041-733-6944,19970113,09:00~17:00,,09:00~17:00,,09:00~17:00,,09:00~17:00,,09:00~17:00,,09:00~12:00,,,
224-53-61559,제일소아청소년과의원,소아청소년과,"충청남도 천안시 동남구 충절로 260, 3층 (구성동)",041-555-2475,20080103,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~13:00,,,
883-66-21899,제일신경외과의원,신경외과,"충청남도 논산시 계백로 992, (취암동)",041-733-8275,19990225,09:00~18:00,,09:00~18:00,,09:00~12:30,,09:00~18:00,,09:00~18:00,,09:00~12:30,,,
105-66-45518,제일신경외과의원,신경외과,"충청북도 청주시 상당구 수영로 293, (금천동)",043-286-0123,20150330,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~13:00,,,
078-27-14373,제일안과의원,안과,"충청북도 충주시 계명대로 239, (연수동)",043-852-1001,20150930,10:00~17:30,,10:00~17:30,,10:00~17:30,,10:00~17:30,,10:00~17:30,,00:00~15:00,,14:00~15:00,
873-14-65124,제일연합정형외과의원,정형외과,"충청북도 충주시 갱고개로 219, 2층 (연수동)",043-842-0810,20030514,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~12:00,,,
089-73-92864,제일편한내과의원,내과,"충청남도 천안시 서북구 봉정로 370, 4층 (두정동)",041-523-2778,20100812,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~14:00,,,
469-96-69278,제중내과의원,내과,"충청북도 충주시 충인2길 6-1, (충의동)",043-847-2222,19880701,08:00~18:30,,08:00~18:30,,08:00~18:30,,08:00~18:30,,08:00~18:30,,08:00~16:00,,,
988-84-62212,제천밝은안과의원,안과,"충청북도 제천시 의림대로 222, (청전동, 두손메디칼센타)",043-643-4200,20051228,09:00~18:10,,09:00~18:10,,09:00~18:10,,09:00~18:10,,09:00~18:10,,09:00~13:00,,,
069-27-75437,조궁희정형외과의원,정형외과,"충청북도 청주시 흥덕구 복대로 186, 2층 (복대동)",043-234-1295,19950418,08:30~18:30,,08:30~18:30,,08:30~13:00,,08:30~18:30,,08:30~18:30,,08:30~13:00,,,
